,KL,bs,config_file,data,data_split_seed,decrease_from,det_test_acc,do,dwp_samples,ens,ens[10]_test_acc,epochs,gamma,gpu_id,hid_dim,id,init,kernel_dim,kl_weight,l2,l2_norm,lamb,log_dir,loss,lr,model,n_classes,name,net_cfg,num_examples,pretrained,prior,prior+init,resume,root,samp_test_acc,sec,seed,start_kl,start_stoch,t,test_acc,test_bs,test_loss,test_nll,time,tmp,train_acc,train_loss,train_nll,vae,vae_hid_dim,vae_var,z_dim
9799,40106.982421875,256,None,shapes,1,0,0.931472081218274,,1.0,10.0,0.9309644670050762,200,0.5,3,20,5216,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005216-2018-08-14-23-07-26,0.9309644670050762,0.11828899383544922,1,1.0,1.0,200,,500,35355.235422432415,0.7881568074226379,2018-08-14 23:07:26,False,1.0,40122.72863769531,0.787310791015625,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
9999,37232.748046875,256,None,shapes,3,0,0.8121827411167513,,1.0,10.0,0.8111675126903554,200,0.5,4,20,5217,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005217-2018-08-14-23-07-26,0.8060913705583757,0.14890122413635254,3,1.0,1.0,200,,500,39482.469229102135,0.8930572271347046,2018-08-14 23:07:26,False,0.9,37240.509191989906,0.7761145114898682,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
10199,22738.68359375,256,None,shapes,1,0,0.8406091370558376,,1.0,10.0,0.8401015228426396,200,0.5,7,20,5218,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005218-2018-08-14-23-07-26,0.8406091370558376,0.1142752170562744,1,1.0,1.0,200,,500,22739.339276313778,0.6556825637817383,2018-08-14 23:07:26,False,1.0,22747.543124198917,0.4429765224456787,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
10399,2538.60159375,256,None,shapes,0,0,0.999492385786802,,1.0,10.0,0.998984771573604,200,0.5,7,20,5219,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005219-2018-08-14-23-07-26,0.997969543147208,0.368431568145752,0,1.0,1.0,200,,500,2665.4175897538657,0.006456941366195679,2018-08-14 23:07:26,False,0.9975,2579.0760580472947,0.010118616074323655,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
10599,38973.712890625,256,None,shapes,1,0,0.9451776649746192,,1.0,10.0,0.9456852791878172,200,0.5,4,20,5220,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005220-2018-08-14-23-07-26,0.9446700507614212,0.09393191337585448,1,1.0,1.0,200,,500,34929.889711022384,0.7920547723770142,2018-08-14 23:07:26,False,1.0,38997.81388854981,0.8033665974934896,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
10799,22740.09765625,256,None,shapes,0,0,0.8928934010152284,,1.0,10.0,0.8913705583756345,200,0.5,7,20,5221,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005221-2018-08-14-23-07-26,0.8903553299492386,0.12806463241577148,0,1.0,1.0,200,,500,22740.650252878662,0.5525966286659241,2018-08-14 23:07:26,False,0.9,22752.852249145508,0.4251530965169271,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
10999,22739.412109375,256,None,shapes,3,0,0.848730964467005,,1.0,10.0,0.8492385786802029,200,0.5,3,20,5222,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005222-2018-08-14-23-07-26,0.8411167512690355,0.12732625007629395,3,1.0,1.0,200,,500,22740.078174948685,0.6660655736923218,2018-08-14 23:07:26,False,0.9666666666666668,22754.495383262638,0.5027757962544759,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
11199,37437.7421875,256,None,shapes,3,0,0.8152284263959391,,1.0,10.0,0.8142131979695432,200,0.5,5,20,5223,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005223-2018-08-14-23-07-26,0.8116751269035533,0.09018445014953612,3,1.0,1.0,200,,500,39392.06539142132,0.8876570463180542,2018-08-14 23:07:26,False,1.0,37453.87216567993,0.806498908996582,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
11399,22737.001953125,256,None,shapes,2,0,0.7456852791878172,,1.0,10.0,0.7441624365482233,200,0.5,7,20,5224,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005224-2018-08-14-23-07-26,0.7482233502538072,0.0985243320465088,2,1.0,1.0,200,,500,22737.874533414837,0.8725802898406982,2018-08-14 23:07:26,False,0.9,22742.433145046234,0.5431191921234131,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
11599,2235.1626875,256,None,shapes,3,0,0.998477157360406,,1.0,10.0,0.998984771573604,200,0.5,3,20,5225,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005225-2018-08-14-23-07-26,0.998477157360406,0.3553929328918457,3,1.0,1.0,200,,500,2233.558755748905,0.006021373905241489,2018-08-14 23:07:26,False,0.99775,2274.2765457229616,0.009778464555740357,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
11799,33364.9384765625,256,None,shapes,0,0,0.8527918781725888,,1.0,10.0,0.8527918781725888,200,0.5,2,20,5226,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005226-2018-08-14-23-07-26,0.8517766497461929,0.09462571144104004,0,1.0,1.0,200,,500,33968.92435336113,0.6753299236297607,2018-08-14 23:07:26,False,0.95,33376.99240016937,0.6026961803436279,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
11999,470.63946533203125,256,None,shapes,0,0,1.0,,1.0,10.0,1.0,200,0.5,4,20,5227,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (vae init),,exman-train-bnn.py/runs/005227-2018-08-14-23-07-26,0.9969543147208122,0.1966650485992432,0,1.0,1.0,200,,500,470.64967877138406,0.010213439352810385,2018-08-14 23:07:26,False,0.996,534.3944247961043,0.015938739866018296,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
12199,32121.3466796875,256,None,shapes,2,0,0.6263959390862944,,1.0,10.0,0.6157360406091371,200,0.5,5,20,5228,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005228-2018-08-14-23-07-26,0.6203045685279188,0.10259389877319336,2,1.0,1.0,200,,500,36797.65265667439,0.9026566743850708,2018-08-14 23:07:26,False,0.6666666666666666,32147.427474975586,0.869359842936198,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
12399,22738.802734375,256,None,shapes,3,0,0.7274111675126903,,1.0,10.0,0.7248730964467005,200,0.5,2,20,5229,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005229-2018-08-14-23-07-26,0.7269035532994924,0.09068155288696288,3,1.0,1.0,200,,500,22739.58014398813,0.7774096131324768,2018-08-14 23:07:26,False,1.0,22748.043590545654,0.4620428085327149,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
12599,22737.330078125,256,None,shapes,3,0,0.6888324873096446,,1.0,10.0,0.6893401015228426,200,0.5,1,20,5230,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,sn,sn (vae init),,exman-train-bnn.py/runs/005230-2018-08-14-23-07-26,0.6878172588832487,0.0938408374786377,3,1.0,1.0,200,,500,22738.216218352318,0.8861402273178101,2018-08-14 23:07:26,False,1.0,22741.931129455566,0.4601051330566406,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
12799,40181.12890625,256,None,shapes,1,0,0.8725888324873097,,1.0,10.0,0.8746192893401015,200,0.5,2,20,5231,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005231-2018-08-14-23-07-26,0.8604060913705583,0.09843134880065918,1,1.0,1.0,200,,500,35604.50395733118,0.8027854561805725,2018-08-14 23:07:26,False,1.0,40188.90045833588,0.7771552085876465,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
12999,33581.0185546875,256,None,shapes,0,0,0.8517766497461929,,1.0,10.0,0.8563451776649746,200,0.5,4,20,5232,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005232-2018-08-14-23-07-26,0.8558375634517766,0.08983135223388672,0,1.0,1.0,200,,500,34279.099148154266,0.666530966758728,2018-08-14 23:07:26,False,0.925,33606.170589447014,0.6288008689880371,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
13199,33856.1240234375,256,None,shapes,0,0,0.7360406091370558,,1.0,10.0,0.7350253807106599,200,0.5,1,20,5233,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005233-2018-08-14-23-07-26,0.7355329949238578,0.13580846786499026,0,1.0,1.0,200,,500,34001.827278077595,0.6671218276023865,2018-08-14 23:07:26,False,0.8,33862.177574157715,0.6053550720214844,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
13399,17938.03125,256,None,shapes,0,0,0.998477157360406,,1.0,10.0,0.998984771573604,200,0.5,3,20,5234,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (vae init),,exman-train-bnn.py/runs/005234-2018-08-14-23-07-26,0.999492385786802,0.08693313598632812,0,1.0,1.0,200,,500,17938.051051411778,0.01980141177773476,2018-08-14 23:07:26,False,1.0,17945.86003756523,0.015657575130462648,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
13599,505.6018981933594,256,None,shapes,1,0,1.0,,1.0,10.0,0.999492385786802,200,0.5,5,20,5235,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (vae init),,exman-train-bnn.py/runs/005235-2018-08-14-23-07-26,0.9949238578680204,0.2280845642089844,1,1.0,1.0,200,,500,505.6163981575519,0.014499964192509653,2018-08-14 23:07:26,False,0.9945,568.4707946777344,0.01571722412109375,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
13799,38262.6484375,256,None,shapes,3,0,0.8725888324873097,,1.0,10.0,0.8705583756345178,200,0.5,7,20,5236,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005236-2018-08-14-23-07-26,0.8720812182741117,0.091414213180542,3,1.0,1.0,200,,500,38496.56838655472,0.8691678047180176,2018-08-14 23:07:26,False,0.875,38297.33159255981,0.8670788764953613,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
13999,38464.80859375,256,None,shapes,1,0,0.9822335025380712,,1.0,10.0,0.9832487309644671,200,0.5,5,20,5237,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005237-2018-08-14-23-07-26,0.9802030456852792,0.09281015396118164,1,1.0,1.0,200,,500,34630.41866129637,0.7887784838676453,2018-08-14 23:07:26,False,1.0,38496.677694320686,0.7967275142669678,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
14199,33698.521484375,256,None,shapes,0,0,0.8685279187817259,,1.0,10.0,0.8685279187817259,200,0.5,3,20,5238,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005238-2018-08-14-23-07-26,0.8629441624365483,0.10570693016052246,0,1.0,1.0,200,,500,34030.25151193142,0.6548322439193726,2018-08-14 23:07:26,False,0.9,33717.223712921135,0.6234076182047527,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
14399,3016.7957890625,256,None,shapes,2,0,0.998477157360406,,1.0,10.0,0.998477157360406,200,0.5,2,20,5239,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005239-2018-08-14-23-07-26,0.998984771573604,0.3865101337432861,2,1.0,1.0,200,,500,2964.864271176979,0.005872739478945732,2018-08-14 23:07:26,False,0.997,3062.6886177654264,0.01147320717573166,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
14599,17937.24609375,256,None,shapes,1,0,0.998477157360406,,1.0,10.0,0.998477157360406,200,0.5,4,20,5240,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (vae init),,exman-train-bnn.py/runs/005240-2018-08-14-23-07-26,0.998477157360406,0.09564042091369628,1,1.0,1.0,200,,500,17937.267081759866,0.020988009870052338,2018-08-14 23:07:26,False,1.0,17944.118022441864,0.013743857383728028,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
14799,22739.638671875,256,None,shapes,1,0,0.8888324873096447,,1.0,10.0,0.8893401015228426,200,0.5,1,20,5241,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005241-2018-08-14-23-07-26,0.8888324873096447,0.08772397041320801,1,1.0,1.0,200,,500,22740.221531450752,0.5828595757484436,2018-08-14 23:07:26,False,0.9333333333333332,22753.8542804718,0.4738536198933919,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
14999,22738.2109375,256,None,shapes,2,0,0.7680203045685279,,1.0,10.0,0.7649746192893401,200,0.5,1,20,5242,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,sn,sn (vae init),,exman-train-bnn.py/runs/005242-2018-08-14-23-07-26,0.7720812182741117,0.10201811790466307,2,1.0,1.0,200,,500,22739.01001554728,0.7990780472755432,2018-08-14 23:07:26,False,0.9,22748.164476394653,0.497676944732666,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
15199,33105.951171875,256,None,shapes,2,0,0.5040609137055837,,1.0,10.0,0.5050761421319797,200,0.5,3,20,5243,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005243-2018-08-14-23-07-26,0.5020304568527919,0.09573006629943848,2,1.0,1.0,200,,500,37352.658522129066,0.926100254058838,2018-08-14 23:07:26,False,0.7,33114.68798065185,0.8736808776855469,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
15399,22739.021484375,256,None,shapes,2,0,0.7639593908629442,,1.0,10.0,0.7639593908629442,200,0.5,2,20,5244,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,sn,sn (vae init),,exman-train-bnn.py/runs/005244-2018-08-14-23-07-26,0.7649746192893401,0.09189867973327637,2,1.0,1.0,200,,500,22739.70870989561,0.6872255206108093,2018-08-14 23:07:26,False,0.9,22754.57894706726,0.5185820897420247,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
15599,2487.4037578125,256,None,shapes,1,0,0.997969543147208,,1.0,10.0,0.998477157360406,200,0.5,1,20,5245,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005245-2018-08-14-23-07-26,0.9969543147208122,0.3580443859100342,1,1.0,1.0,200,,500,2522.785638125613,0.010247500613331795,2018-08-14 23:07:26,False,0.99775,2536.3743410129546,0.012242645800113678,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
15799,33180.1376953125,256,None,shapes,2,0,0.850253807106599,,1.0,10.0,0.8451776649746193,200,0.5,4,20,5246,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005246-2018-08-14-23-07-26,0.8182741116751269,0.09295153617858888,2,1.0,1.0,200,,500,37534.632649064064,0.8982740640640259,2018-08-14 23:07:26,False,0.85,33197.547719955444,0.8705012321472168,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
15999,427.1587524414063,256,None,shapes,2,0,1.0,,1.0,10.0,1.0,200,0.5,6,20,5247,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (vae init),,exman-train-bnn.py/runs/005247-2018-08-14-23-07-26,0.997969543147208,0.16920709609985352,2,1.0,1.0,200,,500,427.16753928177064,0.008786840364336967,2018-08-14 23:07:26,False,0.997,465.52964997291565,0.00959272438287735,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
16199,37730.8515625,256,None,shapes,3,0,0.8817258883248731,,1.0,10.0,0.8802030456852792,200,0.5,6,20,5248,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,30,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005248-2018-08-14-23-07-26,0.8807106598984772,0.09023189544677734,3,1.0,1.0,200,,500,38652.46627670527,0.8686204552650452,2018-08-14 23:07:26,False,0.9666666666666668,37756.78718566895,0.864520772298177,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
16399,11812.54290625,256,None,shapes,2,0,0.9939086294416244,,1.0,10.0,0.9939086294416244,200,0.5,1,20,5249,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005249-2018-08-14-23-07-26,0.9944162436548224,0.12542033195495605,2,1.0,1.0,200,,500,12163.468276567757,0.03175313025712967,2018-08-14 23:07:26,False,1.0,11825.576679195403,0.026067545890808102,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
16599,33026.8125,256,None,shapes,2,0,0.8446700507614213,,1.0,10.0,0.8390862944162436,200,0.5,6,20,5250,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005250-2018-08-14-23-07-26,0.8228426395939086,0.08812618255615234,2,1.0,1.0,200,,500,37935.165691912174,0.8961606621742249,2018-08-14 23:07:26,False,0.825,33062.22554397583,0.8853260993957519,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
16799,17939.1953125,256,None,shapes,2,0,0.9974619289340102,,1.0,10.0,0.9974619289340102,200,0.5,5,20,5251,vae,16.0,1.0,,,1.0,,,0.01,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (vae init),,exman-train-bnn.py/runs/005251-2018-08-14-23-07-27,0.9974619289340102,0.12024927139282228,2,1.0,1.0,200,,500,17939.22109815292,0.025785652920603752,2018-08-14 23:07:27,False,1.0,17947.773505210876,0.01715638542175293,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
16999,22740.091796875,256,None,shapes,3,0,0.8329949238578679,,1.0,10.0,0.8345177664974619,200,0.5,4,20,5252,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,sn,sn (vae init),,exman-train-bnn.py/runs/005252-2018-08-14-23-08-20,0.8345177664974619,0.14168548583984375,3,1.0,1.0,200,,500,22740.714707016945,0.6229101419448853,2018-08-14 23:08:20,False,0.975,22760.33882331848,0.5061756610870362,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
17199,11471.1222265625,256,None,shapes,2,0,0.9949238578680204,,1.0,10.0,0.9949238578680204,200,0.5,2,20,5253,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,4000,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005253-2018-08-14-23-08-20,0.9949238578680204,0.40991640090942383,2,1.0,1.0,200,,500,11006.509938735515,0.024587173014879227,2018-08-14 23:08:20,False,0.997,11580.128173437119,0.027251486718654638,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
17399,38275.15625,256,None,shapes,1,0,0.968020304568528,,1.0,10.0,0.9690355329949238,200,0.5,6,20,5254,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005254-2018-08-14-23-08-20,0.96497461928934,0.12132716178894044,1,1.0,1.0,200,,500,34570.364030778415,0.7800464034080505,2018-08-14 23:08:20,False,0.97,38353.416648864746,0.782603988647461,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
17599,33049.849609375,256,None,shapes,2,0,0.8700507614213198,,1.0,10.0,0.8720812182741117,200,0.5,7,20,5255,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,100,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005255-2018-08-14-23-08-20,0.8604060913705583,0.1430189609527588,2,1.0,1.0,200,,500,37760.0309407115,0.8903157114982605,2018-08-14 23:08:20,False,0.87,33138.837661743164,0.8898805236816406,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
17799,27244.97309375,256,None,shapes,2,0,0.9045685279187816,,1.0,10.0,0.9055837563451776,200,0.5,1,20,5256,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,500,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005256-2018-08-14-23-08-20,0.9050761421319796,0.1001746654510498,2,1.0,1.0,200,,500,28340.639499247074,0.5896945595741272,2018-08-14 23:08:20,False,0.8959999999999999,27540.186671020507,0.5904271545410156,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
17999,22740.998046875,256,None,shapes,0,0,0.8837563451776651,,1.0,10.0,0.8842639593908629,200,0.5,1,20,5257,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,40,,sn,sn (vae init),,exman-train-bnn.py/runs/005257-2018-08-14-23-08-20,0.8827411167512691,0.13308143615722656,0,1.0,1.0,200,,500,22741.526090204723,0.5280433297157288,2018-08-14 23:08:20,False,1.0,22758.138132095337,0.4285021305084229,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
18199,45652.630859375,256,None,shapes,3,0,0.28375634517766496,,1.0,10.0,0.2796954314720812,200,0.5,5,20,5258,vae,16.0,1.0,,,1.0,,,0.0001,shapes,10,dwp-sn-init-full-grid,bayes,20,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005258-2018-08-14-23-08-20,0.2730964467005076,0.20083117485046387,3,1.0,1.0,200,,500,47933.611921548836,1.2837965488433838,2018-08-14 23:08:20,False,0.25,45678.7293548584,1.3049247741699221,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
18399,18990.27734375,256,None,shapes,2,0,1.0,,1.0,10.0,1.0,200,0.5,6,20,5259,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (vae init),,exman-train-bnn.py/runs/005259-2018-08-14-23-08-20,1.0,0.21390271186828613,2,1.0,1.0,200,,500,18990.28356664535,0.006222895346581936,2018-08-14 23:08:20,False,0.99925,19017.04523134232,0.006691971898078918,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
18599,22501.498046875,256,None,shapes,1,0,0.9913705583756344,,1.0,10.0,0.9913705583756344,200,0.5,4,20,5260,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,500,,sn,sn (vae init),,exman-train-bnn.py/runs/005260-2018-08-14-23-08-20,0.9923857868020304,0.16798138618469238,1,1.0,1.0,200,,500,22501.702353313565,0.2043064385652542,2018-08-14 23:08:20,False,0.996,22602.763568878174,0.20253104400634767,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
18799,42446.91796875,256,None,shapes,2,0,0.2380710659898477,,1.0,10.0,0.24213197969543146,200,0.5,3,20,5261,vae,16.0,1.0,,,1.0,,,0.0001,shapes,10,dwp-sn-init-full-grid,bayes,10,,dwp,dwp (vae init),,exman-train-bnn.py/runs/005261-2018-08-14-23-08-20,0.2314720812182741,0.16260385513305664,2,1.0,1.0,200,,500,47523.64975690842,1.329444408416748,2018-08-14 23:08:20,False,0.2,42460.26856708527,1.3350598335266113,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
18999,18990.0625,256,None,shapes,3,0,1.0,,1.0,10.0,1.0,200,0.5,7,20,5262,vae,16.0,1.0,,,1.0,,,0.001,shapes,10,dwp-sn-init-full-grid,bayes,4000,,sn,sn (vae init),,exman-train-bnn.py/runs/005262-2018-08-14-23-08-21,1.0,0.2301774024963379,3,1.0,1.0,200,,500,18990.069283770863,0.006783770862966776,2018-08-14 23:08:21,False,0.9995,19016.89576101303,0.006708315253257753,"./vae/z-dim=2,hidden-dim=32/0/vae_params.torch",32.0,train,2.0
